Bus Name,Addr 1,Addr 2,"City, State Zip",Dist,Map
"CVS ALBANY, L.L.C.",1565 RT. 112,,"MEDFORD, NY 11763",7 miles,Map
KING KULLEN PHARMACIES CORP,552 MONTAUK HIGHWAY,,"CENTER MORICHES, NY 11934",8 miles,Map
KING KULLEN PHARMACIES CORP,440 SUNRISE HIGHWAY,,"NORTH PATCHOGUE, NY 11772",8 miles,Map
"CVS ALBANY, L.L.C.",516 MONTAUK HWY,,"CENTER MORICHES, NY 11934",8 miles,Map
"WALGREEN EASTERN CO., INC.",286 WEST MAIN ST.,,"PATCHOGUE, NY 11772",8 miles,Map
"GENOVESE DRUG STORES, INC.",864 MIDDLE COUNTRY ROAD,,"MIDDLE ISLAND, NY 11953",9 miles,Map
"CVS ALBANY, L.L.C.","311 MAIN ST, CVS PLAZA",,"CENTER MORICHES, NY 11934",8 miles,Map
"CVS ALBANY, L.L.C.",470 W. MAIN STREET,,"PATCHOGUE, NY 11772",9 miles,Map
"CVS ALBANY, L.L.C.",935 HORSEBLOCK RD.,,"FARMINGVILLE, NY 11738",9 miles,Map
"CVS ALBANY, L.L.C.",970 MONTAUK HIGHWAY,,"BAYPORT, NY 11705",10 miles,Map
AMAN PHARMACY,99-1 ROUTE 25A,PO BOX 876,"SHOREHAM, NY 11786",14 miles,Map
THE STOP & SHOP SUPERMARKET,294 MIDDLE COUNTRY ROAD,,"CORAM, NY 11727",10 miles,Map
"CVS ALBANY, L.L.C.",626 ROUTE 25A,,"ROCKY POINT, NY 11778",15 miles,Map
KING KULLEN PHARMACIES CORP,460 COUNTY ROAD 111,,"MANORVILLE, NY 11949",11 miles,Map
MAIORINO PHARMACY & SURGICAL INC,233 UNION AVE,,"HOLBROOK, NY 11741",12 miles,Map
"WALGREEN EASTERN CO., INC.",655 MIDDLE COUNTRY RD,,"SELDEN, NY 11784",12 miles,Map
"CVS ALBANY, L.L.C.",822 MIDDLE COUNTRY RD.,,"SELDEN, NY 11784",12 miles,Map
"GENOVESE DRUG STORES, INC.",23 EASTPORT MANOR ROAD,,"EASTPORT, NY 11941",12 miles,Map
"CVS ALBANY, L.L.C.",729 PORTION ROAD,,"RONKONKOMA, NY 11779",13 miles,Map
"WALGREEN EASTERN CO., INC.",1815 WADING RIVER MANOR,,"WADING RIVER, NY 11792",15 miles,Map
"GENOVESE DRUG STORES, INC.",229 INDEPENDENCE PLAZA,,"SELDEN, NY 11784",12 miles,Map
"CVS ALBANY, L.L.C.",6221 ROUTE 25A,,"WADING RIVER, NY 11792",15 miles,Map
"CVS ALBANY, L.L.C.",4621 SUNRISE HWY,BOHEMIA SHOPPING PLAZA,"BOHEMIA, NY 11716",14 miles,Map
"CVS ALBANY, L.L.C.",1710 ROUTE 112,,"CORAM, NY 11727",13 miles,Map
"CVS ALBANY, L.L.C.","496 COUNTY ROAD 111, BUILDING C",,"MANORVILLE, NY 11949",13 miles,Map
THE STOP & SHOP SUPERMARKET,STOP & SHOP PHARMACY #544,425 PORTION ROAD,"LAKE RONKONKOMA, NY 11779",14 miles,Map
"CVS ALBANY, L.L.C.",105 WEST MAIN STREET,,"WEST SAYVILLE, NY 11796",14 miles,Map
"GENOVESE DRUG STORES, INC.",335 ROUTE 25A,,"MILLER PLACE, NY 11764",15 miles,Map
"RITE AID OF NEW YORK, INC.",139 RONKONKOMA AVENUE,,"LAKE RONKONKOMA, NY 11779",14 miles,Map
"CVS ALBANY, L.L.C.",159-18 ROUTE 25A,,"MILLER PLACE, NY 11764",16 miles,Map
ECHO PHARMACY,56 ECHO AVE,,"MILLER PLACE, NY 11764",16 miles,Map
"CVS ALBANY, L.L.C.",751 HAWKINS AVENUE,,"RONKONKOMA, NY 11779",15 miles,Map
"CVS ALBANY, L.L.C.",2315 MIDDLE COUNTRY RD.,,"CENTEREACH, NY 11720",14 miles,Map
"GENOVESE DRUG STORES, INC.",593 OLD TOWN RD.,,"PORT JEFFERSON STATION, NY 11776",15 miles,Map
HERITAGE CHEMISTS INC,150 ROUTE 25A,,"MOUNT SINAI, NY 11766",16 miles,Map
"GENOVESE DRUG STORES, INC.",5507 NESCONSET HWY STE 100,,"MOUNT SINAI, NY 11766",16 miles,Map
"OPRX #11776, LLC",4747 NESCONSET HWY UNIT 10,,"PORT JEFFERSON STATION, NY 11776",16 miles,Map
"CVS ALBANY, L.L.C.",825 CONNETQUOT AVE,,"ISLIP TERRACE, NY 11752",18 miles,Map
"CVS ALBANY, L.L.C.",4331 NESCONSET HWY.,,"PORT JEFFERSON STN, NY 11776",16 miles,Map
"CVS ALBANY, L.L.C.",87 SUNSET AVE.,,"WESTHAMPTON BEACH, NY 11978",18 miles,Map
"CVS ALBANY, L.L.C.",232 SMITHTOWN BOULEVARD,,"NESCONSET, NY 11767",17 miles,Map
"THE STOP & SHOP SUPERMARKET CO, LLC",250 POND PATH,,"SO SETAUKET, NY 11720",16 miles,Map
"GENOVESE DRUG STORES, INC.",101 MAIN STREET,,"SAYVILLE, NY 11782",17 miles,Map
"CVS ALBANY, L.L.C.",2 EAST SUFFOLK AVE,,"CENTRAL ISLIP, NY 11722",20 miles,Map
"CVS ALBANY, L.L.C.",464 MAIN ST,,"PORT JEFFERSON, NY 11777",18 miles,Map
RELY RX INC,731B MIDDLE COUNTRY RD,,"ST JAMES, NY 11780",18 miles,Map
"CVS ALBANY, L.L.C.",111 TERRY ROAD,,"SMITHTOWN, NY 11787",19 miles,Map
"CVS ALBANY, L.L.C.",15 WEST MAIN STREET,,"EAST ISLIP, NY 11730",20 miles,Map
"GENOVESE DRUG STORES, INC.",1825 BRENTWOOD ROAD,,"BRENTWOOD, NY 11717",23 miles,Map
"GENOVESE DRUG STORES, INC.",65 ROUTE 111,,"SMITHTOWN, NY 11787",20 miles,Map
SPAGES PHARMACY INC,471 LAKE AVE,,"SAINT JAMES, NY 11780",19 miles,Map
"CVS ALBANY, L.L.C.",682 RTE 25A,,"SETAUKET, NY 11733",20 miles,Map
VILLAGE CHEMISTS OF SETAUKET,226 MAIN ST,ROUTE 25A,"EAST SETAUKET, NY 11733",20 miles,Map
THE STOP & SHOP SUPER MARKET,158 RTE 25A,,"SETAUKET, NY 11733",20 miles,Map
"CVS ALBANY, L.L.C.",82 WEST MAIN ST.,,"SMITHTOWN, NY 11787",21 miles,Map
"CVS ALBANY, L.L.C.",1760 5TH AVENUE,,"BAY SHORE, NY 11706",24 miles,Map
"CVS ALBANY, L.L.C.",480 MONTAUK HWY.,,"BAY SHORE, NY 11706",22 miles,Map
"CVS ALBANY, L.L.C.",1140 OLD COUNTRY RD.,,"RIVERHEAD, NY 11901",21 miles,Map
CENTRAL SUFFOLK HOSPITAL,1300 ROANOKE AVE,PHARMACY DEPARTMENT,"RIVERHEAD, NY 11901",21 miles,Map
SOUTH SHORE UNIVERSITY HOSPITAL,301 E MAIN ST,,"BAY SHORE, NY 11706",23 miles,Map
"CVS ALBANY, L.L.C.",1401 5TH AVE # 9,,"N. BAYSHORE, NY 11706",24 miles,Map
"CVS ALBANY, L.L.C.",977 JERICHO TURNPIKE,,"SMITHTOWN, NY 11787",24 miles,Map
"VANCO PHARMACY, INC.",30 VANDERBILT PKWY,,"COMMACK, NY 11725",26 miles,Map
"GENOVESE DRUG STORES, INC.",836 SUNRISE HIGHWAY,,"BAY SHORE, NY 11706",26 miles,Map
THE STOP & SHOP SUPERMARKET,421 COMMACK ROAD,,"DEER PARK, NY 11729",28 miles,Map
"GENOVESE DRUG STORES, INC.",126-128 JERICHO TURNPIKE,,"COMMACK, NY 11725",26 miles,Map
"CVS ALBANY, L.L.C.",341 COMMACK RD.,,"COMMACK, NY 11725",27 miles,Map
"CVS ALBANY, L.L.C.",1944 DEER PARK AVE,DEER PARK S/C,"DEER PARK, NY 11729",29 miles,Map
"WALGREEN EASTERN CO., INC.",1770 DEER PARK AVE,,"DEER PARK, NY 11729",29 miles,Map
"GENOVESE DRUG STORES, INC.",18 INDIAN HEAD ROAD,,"KINGS PARK, NY 11754",25 miles,Map
"CVS ALBANY, L.L.C.",750 ROUTE 25A,,"KINGS PARK, NY 11754",25 miles,Map
"CVS ALBANY, L.L.C.",1280 DEERPARK AVE,,"NORTH BABYLON, NY 11703",28 miles,Map
"GENOVESE DRUG STORES, INC.",1200 DEER PARK AVENUE,,"NORTH BABYLON, NY 11703",28 miles,Map
"GENOVESE DRUG STORES, INC.",532A UNION BLVD.,,"WEST ISLIP, NY 11795",27 miles,Map
WALGREEN EASTERN CO INC,5001 JERICHO TPKE.,,"COMMACK, NY 11725",28 miles,Map
THE STOP & SHOP SUPERMARKET COMPANY,194 WEST MONTAUK HIGHWAY,,"HAMPTON BAYS, NY 11946",26 miles,Map
"CVS ALBANY, L.L.C.",2000 JERICHO TURNPIKE,,"EAST NORTHPORT, NY 11731",29 miles,Map
"CVS ALBANY, L.L.C.",499 MONTAUK HIGHWAY,,"WEST ISLIP, NY 11795",28 miles,Map
"GENOVESE DRUG STORES, INC.",577 LARKFIELD ROAD,,"EAST NORTHPORT, NY 11731",29 miles,Map
"CVS ALBANY, L.L.C.",520 LARKFIELD ROAD,,"EAST NORTHPORT, NY 11731",29 miles,Map
"DNT DRUGS, LLC",124 E MAIN ST STE 103,,"BABYLON, NY 11702",29 miles,Map
"TAP RX, LLC",270 S SERVICE RD STE 25,,"MELVILLE, NY 11747",35 miles,Map
"CVS ALBANY, L.L.C.",10-3 FT SALONGA RD,COUNTRY VILLAGE S/C,"NORTHPORT, NY 11768",29 miles,Map
"CVS ALBANY, L.L.C.",204 GREAT EAST NECK RD.,,"WEST BABYLON, NY 11704",31 miles,Map
THE STOP & SHOP SUPERMARKET,365 ROUTE 109,,"WEST BABYLON, NY 11704",32 miles,Map
"CONNECTICUT CVS PHARMACY, L.L.C.",355 CAMPBELL AVE.,,"WEST HAVEN, CT 06516",44 miles,Map
THE STOP & SHOP SUPER MARKET,575 MONTAUK HWY,,"W BABYLON, NY 11704",31 miles,Map
"GENOVESE DRUG STORES, INC.",695 EAST JERICHO TURNPIKE,,"HUNTINGTON STATION, NY 11746",33 miles,Map
"CVS ALBANY, L.L.C.",753 FORT SALONGA ROAD,,"NORTHPORT, NY 11768",31 miles,Map
"CVS ALBANY, L.L.C.",89 BROADWAY,,"GREENLAWN, NY 11740",32 miles,Map
"CVS ALBANY, L.L.C.",2 E. JERICHO TPKE,,"HUNTINGTON STATION, NY 11746",34 miles,Map
"CVS ALBANY, L.L.C.",701 WELLWOOD AVENUE,,"LINDENHURST, NY 11757",33 miles,Map
"RITE AID OF NEW YORK, INC.",600 NORTH WELLWOOD AVENUE,,"LINDENHURST, NY 11757",33 miles,Map
SAAR PHARMACY INC.,602 WELLWOOD AVE,,"LINDENHURST, NY 11757",33 miles,Map
"CVS ALBANY, L.L.C.",20 EAST MONTAUK HIGHWAY,,"LINDENHURST, NY 11757",32 miles,Map
"GENOVESE DRUG STORES, INC.",283 WEST JERICHO TURNPIKE,,"HUNTINGTON STATION, NY 11746",35 miles,Map
PLAINVIEW FAMILY PHARMACY,142A MANETTO HILL RD,,"PLAINVIEW, NY 11803",38 miles,Map
"CVS ALBANY, L.L.C.",111 DEPOT ROAD,,"HUNTINGTON STATION, NY 11746",35 miles,Map
"CVS ALBANY, L.L.C.",1026 OLD COUNTRY RD,MORTON VILLAGE PLZ,"PLAINVIEW, NY 11803",38 miles,Map
"CVS ALBANY, L.L.C.",9870 MAIN ROAD,,"MATTITUCK, NY 11952",31 miles,Map
COMMUNITY CARE RX INC.,131 SUNNYSIDE BLVD,SUITE 100,"PLAINVIEW, NY 11803",38 miles,Map
"CVS ALBANY, L.L.C.",450 MAIN STREET,,"FARMINGDALE, NY 11735",37 miles,Map
"CVS ALBANY, L.L.C.",419 S OYSTER BAY RD,WOODBURY PLZ S/C,"PLAINVIEW, NY 11803",40 miles,Map
"GENOVESE DRUG STORES, INC.",901 MERRICK ROAD,,"COPIAGUE, NY 11726",35 miles,Map
"CVS ALBANY, L.L.C.",930 MONTAUK HWY,,"COPIAGUE, NY 11726",35 miles,Map
DIRECT CONNECT PHARMACY INC,394 WOODBURY RD,,"HICKSVILLE, NY 11801",41 miles,Map
STOP AND SHOP PHARMACY #545,55 MOTOR AVE,,"FARMINGDALE, NY 11735",37 miles,Map
THE STOP & SHOP SUPERMARKET,8101 JERICHO TPKE,,"WOODBURY, NY 11797",39 miles,Map
LI SCRIPT LLC,333 CROSSWAYS PARK DR,,"WOODBURY, NY 11797",39 miles,Map
"TRANSCRIPT PHARMACY OF NEW YORK, INC.",87 HEMPSTEAD TPKE,,"FARMINGDALE, NY 11735",38 miles,Map
"CVS ALBANY, L.L.C.",777 SOUTH OYSTER BAY RD,,"BETHPAGE, NY 11714",40 miles,Map
THE LONG ISLAND HOME,400 SUNRISE HWY,ATTN: PHARMACY DEPARTMENT,"AMITYVILLE, NY 11701",36 miles,Map
KING KULLEN PHARMACIES CORP,598 STEWART AVE,KING KULLEN PHARMACY #46,"BETHPAGE, NY 11714",39 miles,Map
"CVS ALBANY, L.L.C.",308 BROADWAY,,"BETHPAGE, NY 11714",39 miles,Map
"CVS ALBANY, L.L.C.",63 NEW YORK AVE.,,"HUNTINGTON, NY 11743",36 miles,Map
"GENOVESE DRUG STORES, INC.",391 WEST MAIN STREET,,"HUNTINGTON, NY 11743",37 miles,Map
"CVS ALBANY, L.L.C.",503 NORTHWEST DRIVE,,"FARMINGDALE, NY 11735",38 miles,Map
KING KULLEN PHARMACIES CORP,50 N. NEW YORK AVE,,"HUNTINGTON, NY 11743",36 miles,Map
L & W CHEMISTS INC,25 SOUTHDOWN RD,,"HUNTINGTON, NY 11743",36 miles,Map
"RITE AID OF NEW YORK, INC.",82 NUGENT STREET,,"SOUTHHAMPTON, NY 11968",36 miles,Map
SOUTHRIFTY DRUG INC,54 JAGGER LANE,,"SOUTHAMPTON, NY 11968",36 miles,Map
"CVS ALBANY, L.L.C.",111 MAIN ST,,"SOUTHAMPTON, NY 11968",36 miles,Map
"CVS ALBANY, L.L.C.",20 MERRICK RD.,,"AMITYVILLE, NY 11701",36 miles,Map
"WALGREEN EASTERN CO., INC.",210 S BROADWAY,,"HICKSVILLE, NY 11801",42 miles,Map
"WALGREEN EASTERN CO., INC.",4120 HEMPSTEAD TURNPIKE,,"BETHPAGE, NY 11714",40 miles,Map
"GENOVESE DRUG STORES, INC.",3974 HEMPSTEAD TURNPIKE,,"BETHPAGE, NY 11714",40 miles,Map
"CVS ALBANY, L.L.C.",202 OLD COUNTRY ROAD,,"HICKSVILLE, NY 11801",42 miles,Map
"CVS ALBANY, L.L.C.",399 JERUSALEM AVE.,,"HICKSVILLE, NY 11801",42 miles,Map
VCARE RX PHARMACY LLC,1043 HICKSVILLE RD,,"SEAFORD, NY 11783",40 miles,Map
"GENOVESE DRUG STORES, INC.",5125 MERRICK ROAD,,"MASSAPEQUA PARK, NY 11762",38 miles,Map
"MAIN STREET PHARMACY 3, LLC",2117 BOSTON AVE,,"BRIDGEPORT, CT 06610",41 miles,Map
KING KULLEN PHARMACIES CORP,3284 HEMPSTEAD TURNPIKE,,"LEVITTOWN, NY 11756",42 miles,Map
KING KULLEN PHARMACIES CORP,315-25 MAIN ROAD,P.O. BOX 993,"CUTCHOGUE, NY 11935",36 miles,Map
"CVS ALBANY, L.L.C.",646 WANTAGH AVENUE,,"LEVITTOWN, NY 11756",41 miles,Map
"RITE AID OF NEW YORK, INC.",3131 HEMPSTEAD TURNPIKE,,"LEVITTOWN, NY 11756",42 miles,Map
"CVS ALBANY, L.L.C.",20 BROADWAY,,"MASSAPEQUA, NY 11758",40 miles,Map
"CVS ALBANY, L.L.C.",2970 HEMPSTEAD TPKE,,"LEVITTOWN, NY 11756",42 miles,Map
"CVS ALBANY, L.L.C.",1178 WANTAGH AVENUE,,"WANTAGH, NY 11793",42 miles,Map
"THE STOP & SHOP SUPERMARKET COMPANY, LLC.",4055 MERRICK ROAD,,"SEAFORD, NY 11783",41 miles,Map
"CVS ALBANY, L.L.C.",2419 HEMPSTEAD TPKE.,,"EAST MEADOW, NY 11554",44 miles,Map
"CONNECTICUT CVS PHARMACY, L.L.C.",1 HAWLEY LANE,,"STRATFORD, CT 06614",44 miles,Map
"CVS ALBANY, L.L.C.",2250 SEAMANS NECK ROAD,,"SEAFORD, NY 11783",41 miles,Map
"CVS ALBANY, L.L.C.",610 OLD COUNTRY RD,SALISBURY PLAZA,"WESTBURY, NY 11590",45 miles,Map
"CVS ALBANY, L.L.C.",307 POST AVENUE,,"WESTBURY, NY 11590",46 miles,Map
"GENOVESE DRUG STORES, INC.",273 PINE HOLLOW ROAD,,"OYSTER BAY, NY 11771",43 miles,Map
"RITE AID OF NEW YORK, INC.",210 POST AVENUE,,"WESTBURY, NY 11590",46 miles,Map
"CVS ALBANY, L.L.C.",151 PINE HOLLOW RD,OYSTER BAY PLAZA,"OYSTER BAY, NY 11771",43 miles,Map
"CVS ALBANY, L.L.C.",3491 MERRICK RD,,"WANTAGH, NY 11793",42 miles,Map
ST. VINCENT'S OUTPATIENT PHARMACY,2800 MAIN ST.,,"BRIDGEPORT, CT 06606",43 miles,Map
"CVS ALBANY, L.L.C.",2660 JERUSALEM AVENUE,,"NORTH BELLMORE, NY 11710",43 miles,Map
"GENOVESE DRUG STORES, INC.",1910 HEMPSTEAD TURNPIKE,,"EAST MEADOW, NY 11554",45 miles,Map
"CVS ALBANY, L.L.C.",421 GLEN COVE ROAD,,"EAST HILLS, NY 11577",49 miles,Map
"CVS ALBANY, L.L.C.",2034 NORTH JERUSALEM ROAD,,"NORTH BELLMORE, NY 11710",44 miles,Map
"RITE AID OF NEW YORK, INC.",2260 JERUSALEM AVENUE,,"NORTH BELLMORE, NY 11710",44 miles,Map
"CVS BELLMORE AVENUE, L.L.C.",2145 BELLMORE AVENUE,,"BELLMORE, NY 11710",43 miles,Map
"CONNECTICUT CVS PHARMACY, L.L.C.",24 PERSHING DR # 36,,"ANSONIA, CT 06401",51 miles,Map
"GENOVESE DRUG STORES, INC.",2784 SUNRISE HIGHWAY,,"BELLMORE, NY 11710",43 miles,Map
"CONNECTICUT CVS PHARMACY, L.L.C.","1057 BOSTON POST ROAD, ROUTE 1",,"GUILFORD, CT 06437",48 miles,Map
"CVS ALBANY, L.L.C.",373 WILLIS AVENUE,,"ROSLYN HEIGHTS, NY 11577",51 miles,Map
"THE STOP & SHOP SUPERMARKET COMPANY, LLC.",130 WHEATLY PLAZA,,"GREENVALE, NY 11548",49 miles,Map
GREENVALE CHEMISTS AND SURGICAL SUPPLY CO INC,5 NORTHERN BLVD,GREENVALE PHARMACY,"GREENVALE, NY 11548",49 miles,Map
"CVS ALBANY, L.L.C.",2291 MERRICK RD.,,"MERRICK, NY 11566",44 miles,Map
CHEM RX PHARMACY SERVICES LLC,51 CHARLES LINDBERGH BLVD,,"UNIONDALE, NY 11553",48 miles,Map
"CVS ALBANY, L.L.C.",17 EAST JERICHO TURNPIKE,,"MINEOLA, NY 11501",49 miles,Map
"CVS ALBANY, L.L.C.",2151 JOHNSTON PLACE,,"MERRICK, NY 11566",45 miles,Map
"CVS ALBANY, L.L.C.",711 GLEN COVE RD.,,"GLEN HEAD, NY 11545",48 miles,Map
"GENOVESE DRUG STORES, INC.",444 HILLSIDE AVENUE,,"WILLISTON PARK, NY 11596",51 miles,Map
"CVS ALBANY, L.L.C.",820 FRANKLIN AVE.,,"GARDEN CITY, NY 11530",50 miles,Map
"WALGREEN EASTERN CO., INC.",393 FRONT ST,,"HEMPSTEAD, NY 11550",49 miles,Map
ST FRANCIS HOSPITAL,100 PORT WASHINGTON BLVD,PHARMACY DEPARTMENT,"ROSLYN, NY 11576",52 miles,Map
"CVS ALBANY, L.L.C.",216 HENRY STREET,,"HEMPSTEAD, NY 11550",49 miles,Map
"CVS ALBANY, L.L.C.",206 GLEN COVE AVENUE,,"GLEN COVE, NY 11542",50 miles,Map
"CVS ALBANY, L.L.C.",201 GLEN ST.,,"GLEN COVE, NY 11542",49 miles,Map
THE STOP & SHOP SUPERMARKET,150 FULTON AVENUE,,"HEMPSTEAD, NY 11550",50 miles,Map
"WALGREEN EASTERN CO., INC.",89 HENRY STREET,,"FREEPORT, NY 11520",47 miles,Map
"CVS ALBANY, L.L.C.",2030 HILLSIDE AVENUE,,"NEW HYDE PARK, NY 11040",52 miles,Map
FREEPORT MEDICAL SUPPLY INC.,75 S MAIN ST,,"FREEPORT, NY 11520",47 miles,Map
"ANAYA I, INC.",23 S MAIN ST,,"FREEPORT, NY 11520",47 miles,Map
"GENOVESE DRUG STORES, INC.",225 FOREST AVENUE,,"GLEN COVE, NY 11542",49 miles,Map
"CVS ALBANY, L.L.C.",65 FOREST AVE,,"GLEN COVE, NY 11542",49 miles,Map
"CVS ALBANY, L.L.C.",114 S. LONG BEACH RD.,,"FREEPORT, NY 11520",48 miles,Map
ALEXANDER INFUSION LLC,75 NASSAU TERMINAL RD STE 101,,"NEW HYDE PARK, NY 11040",52 miles,Map
BALDWIN PHARMACY LLC,1927 GRAND AVE,,"NORTH BALDWIN, NY 11510",49 miles,Map
"CVS ALBANY, L.L.C.",403 ATLANTIC AVENUE,,"FREEPORT, NY 11520",48 miles,Map
"GENOVESE DRUG STORES, INC.",961 PORT WASHINGTON BLVD.,,"PORT WASHINGTON, NY 11050",53 miles,Map
"RITE AID OF NEW YORK, INC.",50 GREAT NECK ROAD,,"GREAT NECK, NY 11021",56 miles,Map
"GENOVESE DRUG STORES, INC.",498 HEMPSTEAD TURNPIKE,,"WEST HEMPSTEAD, NY 11552",52 miles,Map
"CVS ALBANY, L.L.C.",ONE GUSSACK PLAZA CENTER,,"GREAT NECK, NY 11021",56 miles,Map
GREAT NECK FAMILY RX INC.,NATURE'S REMEDY PHARMACY,72 N MIDDLE NECK ROAD,"GREAT NECK, NY 11021",56 miles,Map
"CVS ALBANY, L.L.C.",621 HEMPSTEAD TURNPIKE,,"WEST HEMPSTEAD, NY 11552",52 miles,Map
"CVS ALBANY, L.L.C.",310 HILLSIDE AVENUE,,"NEW HYDE PARK, NY 11040",54 miles,Map
TAYLOR'S PHARMACY INC.,1 NORTHERN BLVD FL 1,,"GREAT NECK, NY 11021",56 miles,Map
LONG ISLAND JEWISH MEDICAL CENTER,75-59 263RD ST,PHARMACY DEPARTMENT,"GLEN OAKS, NY 11004",55 miles,Map
"RITE AID OF NEW YORK, INC.",178 NEW HYDE PARK ROAD,,"FRANKLIN SQUARE, NY 11010",53 miles,Map
DOSEPACK PHARMACY LLC,258-15 HILLSIDE AVE STORE#2,,"GLEN OAKS, NY 11004",55 miles,Map
A & M PHARMACY AND SURGICAL SUPPLIES LLC,256-17-19 HILLSIDE AVE,,"FLORAL PARK, NY 11004",55 miles,Map
"CVS ALBANY, L.L.C.",951 ATLANTIC AVE,,"BALDWIN, NY 11510",49 miles,Map
FRANKLIN SQUARE PHARMACY INC,925 HEMPSTEAD TPKE STE 2,,"FRANKLIN SQUARE, NY 11010",53 miles,Map
"WALGREEN EASTERN CO., INC.",25501 UNION TURNPIKE,,"GLEN OAKS, NY 11004",55 miles,Map
"CVS ALBANY, L.L.C.",814 HEMPSTEAD AVE.,,"WEST HEMPSTEAD, NY 11552",52 miles,Map
"CVS ALBANY, L.L.C.",510 MIDDLE NECK ROAD,,"GREAT NECK, NY 11023",56 miles,Map
"RITE AID OF NEW YORK, INC.",2 WHITNEY AVENUE,,"FLORAL PARK, NY 11001",54 miles,Map
BELLECARE PHARMACY INC.,255-15 HILLSIDE AVE,,"GLEN OAKS, NY 11004",55 miles,Map
THE STOP & SHOP SUPERMARKET,65 SHORE RD,,"PORT WASHINGTON, NY 11050",54 miles,Map
PRECISION PHARMACY INC. OF GREAT NECK,665 MIDDLE NECK RD,,"GREAT NECK, NY 11023",56 miles,Map
"CVS ALBANY, L.L.C.",598 MERRICK ROAD,,"ROCKVILLE CENTRE, NY 11570",51 miles,Map
JAGLO PHARMACY INC,30 HEMPSTEAD AVE STE 156,,"ROCKVILLE CENTRE, NY 11570",52 miles,Map
"CVS ALBANY, L.L.C.",251-21 JAMAICA AVE.,,"BELLEROSE, NY 11426",55 miles,Map
"GENOVESE DRUG STORES, INC.",168 NORTH VILLAGE AVENUE,,"ROCKVILLE CENTER, NY 11570",52 miles,Map
"THE STOP & SHOP SUPERMARKET COMPANY, LLC.",460 FRANKLIN AVENUE,,"FRANKLIN SQUARE, NY 11010",53 miles,Map
"CVS ALBANY, L.L.C.",372 JERICHO TURNPIKE,,"FLORAL PARK, NY 11001",55 miles,Map
GREAT HEALTH INC.,241-06 HILLSIDE AVE,,"BELLEROSE, NY 11426",56 miles,Map
"CVS ALBANY, L.L.C.",155 SUNRISE HIGHWAY,,"ROCKVILLE CENTRE, NY 11570",52 miles,Map
ST MARYS HOSP FOR CHILDREN,29-01 216TH ST,,"BAYSIDE, NY 11360",59 miles,Map
"CVS ALBANY, L.L.C.",640 FRANKLIN AVENUE,,"FRANKLIN SQUARE, NY 11010",54 miles,Map
"CVS ALBANY, L.L.C.",71 MONTAUK HWY,,"EAST HAMPTON, NY 11937",50 miles,Map
DUANE READE,2428 BELL BLVD.,,"BAYSIDE, NY 11360",59 miles,Map
STONY BROOK EASTERN LONG ISLAND HOSPITAL,201 MANOR PL,,"GREENPORT, NY 11944",47 miles,Map
EASTERN LONG ISLAND HOSPITAL,201 MANOR PL,,"GREENPORT, NY 11944",47 miles,Map
"CVS ALBANY, L.L.C.",70 ATLANTIC AVE,GREAT LINCOLN S/C,"OCEANSIDE, NY 11572",52 miles,Map
BRADDOCK PHARMACY LLC,236-01A BRADDOCK AVE,,"BELLEROSE, NY 11426",56 miles,Map
LONG ISLAND JEWISH MEDICAL CENTER,900 FRANKLIN AVE,,"VALLEY STREAM, NY 11580",54 miles,Map
"GENOVESE DRUG STORES, INC.",3199 LONG BEACH ROAD,,"OCEANSIDE, NY 11572",52 miles,Map
BAYSIDE PHARMACY INC.,221-36 HORACE HARDING EXPY,,"OAKLAND GARDENS, NY 11364",58 miles,Map
"GENOVESE DRUG STORES, INC.",43-20 BELL BLVD.,,"BAYSIDE, NY 11361",59 miles,Map
"CVS ALBANY, L.L.C.",212-20 NORTHERN BOULEVARD,,"BAYSIDE, NY 11361",59 miles,Map
"CVS ALBANY, L.L.C.",3496 LONG BEACH RD,,"OCEANSIDE, NY 11572",52 miles,Map
"CVS ALBANY, L.L.C.",488 OCEAN AVENUE,,"EAST ROCKAWAY, NY 11518",53 miles,Map
"CVS ALBANY, L.L.C.",219-39 89TH AVENUE,,"QUEENS VILLAGE, NY 11427",57 miles,Map
BAKERS D&S LLC,500A ELMONT RD,,"ELMONT, NY 11003",55 miles,Map
"CVS ALBANY, L.L.C.",1797 DUTCH BROADWAY,,"ELMONT, NY 11003",55 miles,Map
"CVS ALBANY, L.L.C.",594 ATLANTIC AVE.,,"EAST ROCKAWAY, NY 11518",53 miles,Map
"RITE AID OF NEW YORK, INC.",218-35 HEMPSTEAD AVENUE,,"QUEENS VILLAGE, NY 11429",57 miles,Map
"WALGREEN EASTERN CO., INC.",2095 DUTCH BROADWAY,,"ELMONT, NY 11003",56 miles,Map
"CVS ALBANY, L.L.C.",633 MERRICK RD.,,"LYNBROOK, NY 11563",54 miles,Map
"WALGREEN EASTERN CO., INC.",19301 NORTHERN BLVD,,"AUBURNDALE, NY 11358",60 miles,Map
"CVS ALBANY, L.L.C.",1 EAST MERRICK RD,,"VALLEY STREAM, NY 11580",55 miles,Map
"CVS ALBANY, L.L.C.",38 PANTIGO LANE,,"EAST HAMPTON, NY 11937",52 miles,Map
"GENOVESE DRUG STORES, INC.",198 WEST MERRICK ROAD,,"VALLEY STREAM, NY 11580",55 miles,Map
